runid                 	all	cml-with-partial-context	majority0.1	majority0.1	majority-with-partial-context0.1	majority-hit-jaccard	majority-hit-jaccard	majority-hit-jaccard-with-partial-context	majority-hit	majority-hit	majority-hit-with-partial-context	ml-frequency	ml-frequency	ml-frequency-with-partial-context	ml-jaccard	ml-jaccard	ml-jaccard-with-partial-context	ml-ngram	ml-ngram
ndcg_cut_17           	1088443226	0.4902	0.7041	0.6973	0.7041	0.9471	0.9471	0.9471	0.9471	0.9618	0.9471	0.4383	0.4301	0.4383	0.6960	0.6899	0.4383	0.4383	0.4301
ndcg_cut_18           	1088443226	0.4902	0.7041	0.6973	0.7041	0.9471	0.9471	0.9471	0.9471	0.9618	0.9471	0.4383	0.4301	0.4383	0.6960	0.6899	0.4383	0.4383	0.4301
ndcg_cut_19           	1088443226	0.4902	0.7041	0.6973	0.7041	0.9471	0.9471	0.9471	0.9471	0.9618	0.9471	0.4383	0.4301	0.4383	0.6960	0.6899	0.4383	0.4383	0.4301
ndcg_cut_20           	1088443226	0.4902	0.7041	0.6973	0.7041	0.9471	0.9471	0.9471	0.9471	0.9618	0.9471	0.4383	0.4301	0.4383	0.6960	0.6899	0.4383	0.4383	0.4301
num_ret               	110809049	20	16	20	16	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	110809049	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
num_rel_ret           	110809049	0	4	2	4	4	4	4	4	2	4	4	2	4	4	2	4	4	2
map                   	110809049	0.0000	0.5467	0.2333	0.5467	0.5467	0.5467	0.5467	0.5467	0.4000	0.5467	0.4971	0.4000	0.4971	0.4971	0.4000	0.4971	0.4971	0.4000
iprec_at_recall_0.00  	110809049	0.0000	1.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.10  	110809049	0.0000	1.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.20  	110809049	0.0000	1.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.30  	110809049	0.0000	1.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.40  	110809049	0.0000	1.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.50  	110809049	0.0000	0.4000	0.0000	0.4000	0.4000	0.4000	0.4000	0.4000	0.0000	0.4000	0.2500	0.0000	0.2500	0.2500	0.0000	0.2500	0.2500	0.0000
iprec_at_recall_0.60  	110809049	0.0000	0.4000	0.0000	0.4000	0.4000	0.4000	0.4000	0.4000	0.0000	0.4000	0.2500	0.0000	0.2500	0.2500	0.0000	0.2500	0.2500	0.0000
iprec_at_recall_0.70  	110809049	0.0000	0.4000	0.0000	0.4000	0.4000	0.4000	0.4000	0.4000	0.0000	0.4000	0.2353	0.0000	0.2353	0.2353	0.0000	0.2353	0.2353	0.0000
iprec_at_recall_0.80  	110809049	0.0000	0.4000	0.0000	0.4000	0.4000	0.4000	0.4000	0.4000	0.0000	0.4000	0.2353	0.0000	0.2353	0.2353	0.0000	0.2353	0.2353	0.0000
iprec_at_recall_0.90  	110809049	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	110809049	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	110809049	0.0000	0.5000	0.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	110809049	0.0000	0.8597	0.2398	0.8597	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_03            	110809049	0.0000	0.7224	0.5209	0.7224	0.8403	0.8403	0.8403	0.8403	0.8403	0.8403	0.8403	0.8403	0.8403	0.8403	0.8403	0.8403	0.8403	0.8403
ndcg_cut_04            	110809049	0.0000	0.6351	0.4579	0.6351	0.7387	0.7387	0.7387	0.7387	0.7387	0.7387	0.7387	0.7387	0.7387	0.7387	0.7387	0.7387	0.7387	0.7387
ndcg_cut_05            	110809049	0.0000	0.5728	0.4131	0.5728	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663
ndcg_cut_06            	110809049	0.0000	0.5728	0.4131	0.5728	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663
ndcg_cut_07            	110809049	0.0000	0.5728	0.4131	0.5728	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663
ndcg_cut_08            	110809049	0.0000	0.5728	0.4131	0.5728	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663
ndcg_cut_09            	110809049	0.0000	0.6491	0.4131	0.6491	0.7426	0.7426	0.7426	0.7426	0.6663	0.7426	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663
ndcg_cut_10           	110809049	0.0000	0.7223	0.4131	0.7223	0.8158	0.8158	0.8158	0.8158	0.6663	0.8158	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663
ndcg_cut_11           	110809049	0.0000	0.7223	0.4131	0.7223	0.8158	0.8158	0.8158	0.8158	0.6663	0.8158	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663	0.6663
ndcg_cut_12           	110809049	0.0000	0.7223	0.4131	0.7223	0.8158	0.8158	0.8158	0.8158	0.6663	0.8158	0.7348	0.6663	0.7348	0.7348	0.6663	0.7348	0.7348	0.6663
ndcg_cut_13           	110809049	0.0000	0.7223	0.4131	0.7223	0.8158	0.8158	0.8158	0.8158	0.6663	0.8158	0.7348	0.6663	0.7348	0.7348	0.6663	0.7348	0.7348	0.6663
ndcg_cut_14           	110809049	0.0000	0.7223	0.4131	0.7223	0.8158	0.8158	0.8158	0.8158	0.6663	0.8158	0.7348	0.6663	0.7348	0.7348	0.6663	0.7348	0.7348	0.6663
ndcg_cut_15           	110809049	0.0000	0.7223	0.4131	0.7223	0.8158	0.8158	0.8158	0.8158	0.6663	0.8158	0.7348	0.6663	0.7348	0.7348	0.6663	0.7348	0.7348	0.6663
ndcg_cut_16           	110809049	0.0000	0.7223	0.4131	0.7223	0.8158	0.8158	0.8158	0.8158	0.6663	0.8158	0.7348	0.6663	0.7348	0.7348	0.6663	0.7348	0.7348	0.6663
ndcg_cut_17           	110809049	0.0000	0.7223	0.4131	0.7223	0.8158	0.8158	0.8158	0.8158	0.6663	0.8158	0.7955	0.6663	0.7955	0.7955	0.6663	0.7955	0.7955	0.6663
ndcg_cut_18           	110809049	0.0000	0.7223	0.4131	0.7223	0.8158	0.8158	0.8158	0.8158	0.6663	0.8158	0.7955	0.6663	0.7955	0.7955	0.6663	0.7955	0.7955	0.6663
ndcg_cut_19           	110809049	0.0000	0.7223	0.4131	0.7223	0.8158	0.8158	0.8158	0.8158	0.6663	0.8158	0.7955	0.6663	0.7955	0.7955	0.6663	0.7955	0.7955	0.6663
ndcg_cut_20           	110809049	0.0000	0.7223	0.4131	0.7223	0.8158	0.8158	0.8158	0.8158	0.6663	0.8158	0.7955	0.6663	0.7955	0.7955	0.6663	0.7955	0.7955	0.6663
num_ret               	1151263973	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	1151263973	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
num_rel_ret           	1151263973	3	6	5	5	6	5	7	6	5	4	6	5	4	6	4	6	6	5
map                   	1151263973	0.0607	0.2217	0.3556	0.3384	0.4189	0.5595	0.6586	0.3962	0.5570	0.5000	0.3497	0.4868	0.4368	0.3507	0.4368	0.5173	0.3546	0.4868
iprec_at_recall_0.00  	1151263973	0.1875	0.3000	0.6667	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.10  	1151263973	0.1875	0.3000	0.6667	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.20  	1151263973	0.1875	0.3000	0.6667	0.6667	0.6667	1.0000	1.0000	0.5000	1.0000	1.0000	0.3125	1.0000	1.0000	0.3529	1.0000	1.0000	0.3529	1.0000
iprec_at_recall_0.30  	1151263973	0.1875	0.3000	0.6000	0.6000	0.3529	1.0000	1.0000	0.3750	1.0000	1.0000	0.3125	0.7500	0.7500	0.3529	0.7500	0.7500	0.3529	0.7500
iprec_at_recall_0.40  	1151263973	0.1875	0.3000	0.6000	0.6000	0.3529	1.0000	1.0000	0.3750	1.0000	1.0000	0.3125	0.7500	0.7500	0.3529	0.7500	0.7500	0.3529	0.7500
iprec_at_recall_0.50  	1151263973	0.0000	0.3000	0.4444	0.3077	0.3529	0.6667	0.6667	0.3125	0.4545	0.5000	0.3125	0.3636	0.3077	0.3529	0.3077	0.3077	0.3529	0.3636
iprec_at_recall_0.60  	1151263973	0.0000	0.3000	0.2778	0.2941	0.3529	0.2500	0.3500	0.3125	0.4545	0.0000	0.3125	0.2941	0.0000	0.3529	0.0000	0.3000	0.3529	0.2941
iprec_at_recall_0.70  	1151263973	0.0000	0.3000	0.2778	0.2941	0.3529	0.2500	0.3500	0.3125	0.4545	0.0000	0.3125	0.2941	0.0000	0.3529	0.0000	0.3000	0.3529	0.2941
iprec_at_recall_0.80  	1151263973	0.0000	0.3000	0.0000	0.0000	0.3529	0.0000	0.3500	0.3000	0.0000	0.0000	0.3000	0.0000	0.0000	0.3529	0.0000	0.3000	0.3529	0.0000
iprec_at_recall_0.90  	1151263973	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	1151263973	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	1151263973	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	1151263973	0.0000	0.0000	0.3869	0.3869	0.6131	1.0000	1.0000	0.6131	1.0000	1.0000	0.6131	1.0000	1.0000	0.6131	1.0000	1.0000	0.6131	1.0000
ndcg_cut_03            	1151263973	0.0000	0.0000	0.5307	0.5307	0.7039	1.0000	1.0000	0.4693	1.0000	1.0000	0.4693	0.7654	0.7654	0.4693	0.7654	0.7654	0.4693	0.7654
ndcg_cut_04            	1151263973	0.0000	0.1681	0.4415	0.4415	0.5856	0.8319	0.8319	0.5585	0.8319	0.8319	0.3904	0.8048	0.8048	0.3904	0.8048	0.8048	0.3904	0.8048
ndcg_cut_05            	1151263973	0.0000	0.1461	0.5148	0.5148	0.5087	0.7227	0.7227	0.4852	0.7227	0.7227	0.3392	0.6992	0.6992	0.3392	0.6992	0.6992	0.3392	0.6992
ndcg_cut_06            	1151263973	0.0000	0.1377	0.4854	0.4854	0.4798	0.7385	0.7385	0.4576	0.6816	0.6816	0.3198	0.6594	0.6594	0.3198	0.6594	0.6594	0.3198	0.6594
ndcg_cut_07            	1151263973	0.0000	0.1308	0.4609	0.4609	0.4555	0.7011	0.7011	0.4344	0.6471	0.6471	0.3037	0.6260	0.6260	0.3037	0.6260	0.6260	0.3037	0.6260
ndcg_cut_08            	1151263973	0.0000	0.1308	0.4609	0.4609	0.4555	0.7011	0.7011	0.5302	0.6471	0.6950	0.3994	0.6260	0.6260	0.3994	0.6260	0.6260	0.3994	0.6260
ndcg_cut_09            	1151263973	0.0000	0.1765	0.5066	0.4609	0.5469	0.7011	0.7011	0.5302	0.6928	0.6950	0.3994	0.6260	0.6260	0.3994	0.6260	0.6260	0.3994	0.6260
ndcg_cut_10           	1151263973	0.0000	0.1765	0.5066	0.4609	0.5469	0.7011	0.7011	0.5302	0.6928	0.6950	0.4872	0.6260	0.6260	0.3994	0.6260	0.6260	0.4872	0.6260
ndcg_cut_11           	1151263973	0.0000	0.1765	0.5066	0.4609	0.5469	0.7011	0.7011	0.5302	0.7351	0.6950	0.4872	0.6684	0.6260	0.4841	0.6260	0.6260	0.4872	0.6684
ndcg_cut_12           	1151263973	0.0821	0.1765	0.5066	0.4609	0.5469	0.7011	0.7011	0.5302	0.7351	0.6950	0.4872	0.6684	0.6260	0.4841	0.6260	0.6260	0.4872	0.6684
ndcg_cut_13           	1151263973	0.1618	0.2562	0.5066	0.5008	0.5469	0.7011	0.7011	0.5302	0.7351	0.6950	0.4872	0.6684	0.6659	0.4841	0.6659	0.6659	0.4872	0.6684
ndcg_cut_14           	1151263973	0.1618	0.3340	0.5066	0.5008	0.5469	0.7011	0.7011	0.5691	0.7351	0.6950	0.5261	0.6684	0.6659	0.4841	0.6659	0.6659	0.4872	0.6684
ndcg_cut_15           	1151263973	0.1618	0.3340	0.5066	0.5008	0.5848	0.7011	0.7011	0.5691	0.7351	0.6950	0.5261	0.6684	0.6659	0.5221	0.6659	0.6659	0.5252	0.6684
ndcg_cut_16           	1151263973	0.2361	0.3340	0.5066	0.5008	0.6591	0.7011	0.7011	0.6434	0.7351	0.6950	0.6004	0.6684	0.6659	0.5964	0.6659	0.6659	0.5995	0.6684
ndcg_cut_17           	1151263973	0.2361	0.3340	0.5066	0.5372	0.7320	0.7011	0.7011	0.6434	0.7351	0.6950	0.6004	0.7048	0.6659	0.6692	0.6659	0.6659	0.6723	0.7048
ndcg_cut_18           	1151263973	0.2361	0.3340	0.5423	0.5372	0.7320	0.7011	0.7369	0.6434	0.7351	0.6950	0.6004	0.7048	0.6659	0.6692	0.6659	0.6659	0.6723	0.7048
ndcg_cut_19           	1151263973	0.2361	0.4042	0.5423	0.5372	0.7320	0.7011	0.8071	0.6434	0.7351	0.6950	0.6004	0.7048	0.6659	0.6692	0.6659	0.7010	0.6723	0.7048
ndcg_cut_20           	1151263973	0.2361	0.4733	0.5423	0.5372	0.7320	0.7357	0.8763	0.7125	0.7351	0.6950	0.6695	0.7048	0.6659	0.6692	0.6659	0.7702	0.6723	0.7048
num_ret               	1161561471	20	1	20	1	1	20	20	1	20	20	1	20	20	1	20	20	1	20
num_rel               	1161561471	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
num_rel_ret           	1161561471	1	0	3	1	0	4	4	0	2	4	0	1	4	0	1	4	0	1
map                   	1161561471	0.1250	0.0000	0.5577	0.2500	0.0000	0.3562	0.3458	0.0000	0.0857	0.3458	0.0000	0.1250	0.7679	0.0000	0.1250	0.7679	0.0000	0.1250
iprec_at_recall_0.00  	1161561471	0.5000	0.0000	1.0000	1.0000	0.0000	0.4000	0.4000	0.0000	0.2000	0.4000	0.0000	0.5000	1.0000	0.0000	0.5000	1.0000	0.0000	0.5000
iprec_at_recall_0.10  	1161561471	0.5000	0.0000	1.0000	1.0000	0.0000	0.4000	0.4000	0.0000	0.2000	0.4000	0.0000	0.5000	1.0000	0.0000	0.5000	1.0000	0.0000	0.5000
iprec_at_recall_0.20  	1161561471	0.5000	0.0000	1.0000	1.0000	0.0000	0.4000	0.4000	0.0000	0.2000	0.4000	0.0000	0.5000	1.0000	0.0000	0.5000	1.0000	0.0000	0.5000
iprec_at_recall_0.30  	1161561471	0.0000	0.0000	1.0000	0.0000	0.0000	0.4000	0.4000	0.0000	0.2000	0.4000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
iprec_at_recall_0.40  	1161561471	0.0000	0.0000	1.0000	0.0000	0.0000	0.4000	0.4000	0.0000	0.2000	0.4000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
iprec_at_recall_0.50  	1161561471	0.0000	0.0000	1.0000	0.0000	0.0000	0.4000	0.4000	0.0000	0.2000	0.4000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
iprec_at_recall_0.60  	1161561471	0.0000	0.0000	0.2308	0.0000	0.0000	0.4000	0.4000	0.0000	0.0000	0.4000	0.0000	0.0000	0.5714	0.0000	0.0000	0.5714	0.0000	0.0000
iprec_at_recall_0.70  	1161561471	0.0000	0.0000	0.2308	0.0000	0.0000	0.4000	0.4000	0.0000	0.0000	0.4000	0.0000	0.0000	0.5714	0.0000	0.0000	0.5714	0.0000	0.0000
iprec_at_recall_0.80  	1161561471	0.0000	0.0000	0.0000	0.0000	0.0000	0.4000	0.4000	0.0000	0.0000	0.4000	0.0000	0.0000	0.5714	0.0000	0.0000	0.5714	0.0000	0.0000
iprec_at_recall_0.90  	1161561471	0.0000	0.0000	0.0000	0.0000	0.0000	0.4000	0.4000	0.0000	0.0000	0.4000	0.0000	0.0000	0.5714	0.0000	0.0000	0.5714	0.0000	0.0000
iprec_at_recall_1.00  	1161561471	0.0000	0.0000	0.0000	0.0000	0.0000	0.4000	0.4000	0.0000	0.0000	0.4000	0.0000	0.0000	0.5714	0.0000	0.0000	0.5714	0.0000	0.0000
ndcg_cut_01            	1161561471	0.0000	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.5000	0.0000	0.0000
ndcg_cut_02            	1161561471	0.1934	0.0000	0.5000	0.3066	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1934	0.5000	0.0000	0.1934	0.5000	0.0000	0.1934
ndcg_cut_03            	1161561471	0.1677	0.0000	0.4335	0.2658	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1677	0.4335	0.0000	0.1677	0.4335	0.0000	0.1677
ndcg_cut_04            	1161561471	0.1505	0.0000	0.3890	0.2385	0.0000	0.1027	0.1027	0.0000	0.0000	0.1027	0.0000	0.1505	0.3890	0.0000	0.1505	0.3890	0.0000	0.1505
ndcg_cut_05            	1161561471	0.1505	0.0000	0.3890	0.2385	0.0000	0.1950	0.1950	0.0000	0.0000	0.1950	0.0000	0.1505	0.3890	0.0000	0.1505	0.3890	0.0000	0.1505
ndcg_cut_06            	1161561471	0.1505	0.0000	0.3890	0.2385	0.0000	0.1950	0.1950	0.0000	0.0000	0.1950	0.0000	0.1505	0.5589	0.0000	0.1505	0.5589	0.0000	0.1505
ndcg_cut_07            	1161561471	0.1505	0.0000	0.3890	0.2385	0.0000	0.1950	0.1950	0.0000	0.0795	0.1950	0.0000	0.1505	0.7179	0.0000	0.1505	0.7179	0.0000	0.1505
ndcg_cut_08            	1161561471	0.1505	0.0000	0.3890	0.2385	0.0000	0.3455	0.1950	0.0000	0.0795	0.1950	0.0000	0.1505	0.7179	0.0000	0.1505	0.7179	0.0000	0.1505
ndcg_cut_09            	1161561471	0.1505	0.0000	0.3890	0.2385	0.0000	0.3455	0.3386	0.0000	0.0795	0.3386	0.0000	0.1505	0.7179	0.0000	0.1505	0.7179	0.0000	0.1505
ndcg_cut_10           	1161561471	0.1505	0.0000	0.3890	0.2385	0.0000	0.4834	0.4765	0.0000	0.1485	0.4765	0.0000	0.1505	0.7179	0.0000	0.1505	0.7179	0.0000	0.1505
ndcg_cut_11           	1161561471	0.1505	0.0000	0.3890	0.2385	0.0000	0.4834	0.4765	0.0000	0.1485	0.4765	0.0000	0.1505	0.7179	0.0000	0.1505	0.7179	0.0000	0.1505
ndcg_cut_12           	1161561471	0.1505	0.0000	0.3890	0.2385	0.0000	0.4834	0.4765	0.0000	0.1485	0.4765	0.0000	0.1505	0.7179	0.0000	0.1505	0.7179	0.0000	0.1505
ndcg_cut_13           	1161561471	0.1505	0.0000	0.5143	0.2385	0.0000	0.4834	0.4765	0.0000	0.1485	0.4765	0.0000	0.1505	0.7179	0.0000	0.1505	0.7179	0.0000	0.1505
ndcg_cut_14           	1161561471	0.1505	0.0000	0.5143	0.2385	0.0000	0.4834	0.4765	0.0000	0.1485	0.4765	0.0000	0.1505	0.7179	0.0000	0.1505	0.7179	0.0000	0.1505
ndcg_cut_15           	1161561471	0.1505	0.0000	0.5143	0.2385	0.0000	0.4834	0.4765	0.0000	0.1485	0.4765	0.0000	0.1505	0.7179	0.0000	0.1505	0.7179	0.0000	0.1505
ndcg_cut_16           	1161561471	0.1505	0.0000	0.5143	0.2385	0.0000	0.4834	0.4765	0.0000	0.1485	0.4765	0.0000	0.1505	0.7179	0.0000	0.1505	0.7179	0.0000	0.1505
ndcg_cut_17           	1161561471	0.1505	0.0000	0.5143	0.2385	0.0000	0.4834	0.4765	0.0000	0.1485	0.4765	0.0000	0.1505	0.7179	0.0000	0.1505	0.7179	0.0000	0.1505
ndcg_cut_18           	1161561471	0.1505	0.0000	0.5143	0.2385	0.0000	0.4834	0.4765	0.0000	0.1485	0.4765	0.0000	0.1505	0.7179	0.0000	0.1505	0.7179	0.0000	0.1505
ndcg_cut_19           	1161561471	0.1505	0.0000	0.5143	0.2385	0.0000	0.4834	0.4765	0.0000	0.1485	0.4765	0.0000	0.1505	0.7179	0.0000	0.1505	0.7179	0.0000	0.1505
ndcg_cut_20           	1161561471	0.1505	0.0000	0.5143	0.2385	0.0000	0.4834	0.4765	0.0000	0.1485	0.4765	0.0000	0.1505	0.7179	0.0000	0.1505	0.7179	0.0000	0.1505
num_ret               	1300152499	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	1300152499	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
num_rel_ret           	1300152499	0	3	0	3	3	4	4	3	2	4	3	4	4	3	5	5	3	4
map                   	1300152499	0.0000	0.2659	0.0000	0.1379	0.5000	0.4556	0.4556	0.5000	0.3333	0.4556	0.5000	0.4714	0.5476	0.5000	0.6222	0.6308	0.5000	0.4350
iprec_at_recall_0.00  	1300152499	0.0000	0.6667	0.0000	0.3750	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.10  	1300152499	0.0000	0.6667	0.0000	0.3750	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.20  	1300152499	0.0000	0.6667	0.0000	0.3750	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.30  	1300152499	0.0000	0.6667	0.0000	0.3750	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.40  	1300152499	0.0000	0.4286	0.0000	0.3750	1.0000	0.4000	0.4000	1.0000	0.0000	0.4000	1.0000	0.4286	1.0000	1.0000	1.0000	1.0000	1.0000	0.3750
iprec_at_recall_0.50  	1300152499	0.0000	0.4286	0.0000	0.3750	1.0000	0.4000	0.4000	1.0000	0.0000	0.4000	1.0000	0.4286	1.0000	1.0000	1.0000	1.0000	1.0000	0.3750
iprec_at_recall_0.60  	1300152499	0.0000	0.0000	0.0000	0.0000	0.0000	0.4000	0.4000	0.0000	0.0000	0.4000	0.0000	0.4000	0.2857	0.0000	0.4000	0.4000	0.0000	0.2353
iprec_at_recall_0.70  	1300152499	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3846	0.0000	0.0000
iprec_at_recall_0.80  	1300152499	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3846	0.0000	0.0000
iprec_at_recall_0.90  	1300152499	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	1300152499	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	1300152499	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000
ndcg_cut_02            	1300152499	0.0000	0.1934	0.0000	0.0000	0.6934	0.6934	0.6934	0.6934	0.6934	0.6934	0.6934	0.6934	0.6934	0.6934	0.6934	0.6934	0.6934	0.6934
ndcg_cut_03            	1300152499	0.0000	0.3006	0.0000	0.0000	0.7342	0.6013	0.6013	0.7342	0.6013	0.6013	0.7342	0.6013	0.7342	0.7342	0.7342	0.7342	0.7342	0.6013
ndcg_cut_04            	1300152499	0.0000	0.2697	0.0000	0.0000	0.6588	0.5395	0.5395	0.6588	0.5395	0.5395	0.6588	0.5395	0.6588	0.6588	0.6588	0.6588	0.6588	0.5395
ndcg_cut_05            	1300152499	0.0000	0.2470	0.0000	0.0000	0.6031	0.4939	0.4939	0.6031	0.4939	0.4939	0.6031	0.4939	0.6031	0.6031	0.6031	0.6031	0.6031	0.4939
ndcg_cut_06            	1300152499	0.0000	0.2291	0.0000	0.0722	0.5596	0.4583	0.4583	0.5596	0.4583	0.4583	0.5596	0.4583	0.5596	0.5596	0.5596	0.5596	0.5596	0.4583
ndcg_cut_07            	1300152499	0.0000	0.3642	0.0000	0.1397	0.5596	0.4583	0.4583	0.5596	0.4583	0.4583	0.5596	0.5258	0.5596	0.5596	0.5596	0.5596	0.5596	0.4583
ndcg_cut_08            	1300152499	0.0000	0.3642	0.0000	0.2036	0.5596	0.4583	0.4583	0.5596	0.4583	0.4583	0.5596	0.5258	0.5596	0.5596	0.5596	0.5596	0.5596	0.5222
ndcg_cut_09            	1300152499	0.0000	0.3642	0.0000	0.2036	0.5596	0.5193	0.5193	0.5596	0.4583	0.5193	0.5596	0.5258	0.5596	0.5596	0.5596	0.5596	0.5596	0.5222
ndcg_cut_10           	1300152499	0.0000	0.3642	0.0000	0.2036	0.5596	0.5778	0.5778	0.5596	0.4583	0.5778	0.5596	0.5844	0.5596	0.5596	0.6181	0.6181	0.5596	0.5222
ndcg_cut_11           	1300152499	0.0000	0.3642	0.0000	0.2036	0.5596	0.5778	0.5778	0.5596	0.4583	0.5778	0.5596	0.5844	0.5596	0.5596	0.6181	0.6181	0.5596	0.5222
ndcg_cut_12           	1300152499	0.0000	0.3642	0.0000	0.2036	0.5596	0.5778	0.5778	0.5596	0.4583	0.5778	0.5596	0.5844	0.5596	0.5596	0.6181	0.6181	0.5596	0.5222
