runid                 	all	cml-with-partial-context	majority0.1	majority0.1	majority-with-partial-context0.1	majority-hit-jaccard	majority-hit-jaccard	majority-hit-jaccard-with-partial-context	majority-hit-weighted-with-partial-context	majority-hit	majority-hit	majority-hit-with-partial-context	ml-frequency	ml-frequency	ml-frequency-with-partial-context	ml-jaccard	ml-jaccard	ml-jaccard-with-partial-context	ml-ngram	ml-ngram
ndcg_cut_11           	1088443226	0.1900	0.6433	0.6697	0.6433	0.8869	0.8869	0.8869	0.8869	0.8869	0.9072	0.8869	0.6433	0.6267	0.6433	0.6433	0.6267	0.6433	0.6433	0.6267
ndcg_cut_12           	1088443226	0.1900	0.6433	0.6697	0.6433	0.8869	0.8869	0.8869	0.8869	0.8869	0.9072	0.8869	0.6433	0.6267	0.6433	0.6433	0.6267	0.6433	0.6433	0.6267
ndcg_cut_13           	1088443226	0.3897	0.6433	0.6697	0.6433	0.8869	0.8869	0.8869	0.8869	0.8869	0.9072	0.8869	0.6433	0.6267	0.6433	0.6433	0.6267	0.6433	0.6433	0.6267
ndcg_cut_14           	1088443226	0.3897	0.6433	0.6697	0.6433	0.8869	0.8869	0.8869	0.8869	0.8869	0.9072	0.8869	0.6433	0.6267	0.6433	0.6433	0.6267	0.6433	0.6433	0.6267
ndcg_cut_15           	1088443226	0.3897	0.6433	0.6697	0.6433	0.8869	0.8869	0.8869	0.8869	0.8869	0.9072	0.8869	0.6433	0.6267	0.6433	0.6433	0.6267	0.6433	0.6433	0.6267
ndcg_cut_16           	1088443226	0.3897	0.6433	0.6697	0.6433	0.8869	0.8869	0.8869	0.8869	0.8869	0.9072	0.8869	0.6433	0.6267	0.6433	0.6433	0.6267	0.6433	0.6433	0.6267
ndcg_cut_17           	1088443226	0.3897	0.6433	0.6697	0.6433	0.8869	0.8869	0.8869	0.8869	0.8869	0.9072	0.8869	0.6433	0.6267	0.6433	0.6433	0.6267	0.6433	0.6433	0.6267
ndcg_cut_18           	1088443226	0.3897	0.6433	0.6697	0.6433	0.8869	0.8869	0.8869	0.8869	0.8869	0.9072	0.8869	0.6433	0.6267	0.6433	0.6433	0.6267	0.6433	0.6433	0.6267
ndcg_cut_19           	1088443226	0.3897	0.6433	0.6697	0.6433	0.8869	0.8869	0.8869	0.8869	0.8869	0.9072	0.8869	0.6433	0.6267	0.6433	0.6433	0.6267	0.6433	0.6433	0.6267
ndcg_cut_20           	1088443226	0.3897	0.6433	0.6697	0.6433	0.8869	0.8869	0.8869	0.8869	0.8869	0.9072	0.8869	0.6433	0.6267	0.6433	0.6433	0.6267	0.6433	0.6433	0.6267
num_ret               	110809049	20	10	20	10	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	110809049	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
num_rel_ret           	110809049	0	2	3	2	3	3	3	3	3	2	3	3	1	3	3	1	3	3	1
map                   	110809049	0.0000	0.4667	0.2637	0.4667	0.5255	0.5255	0.5255	0.5255	0.5333	0.3889	0.5333	0.4625	0.3333	0.4625	0.4625	0.3333	0.4625	0.4625	0.3333
iprec_at_recall_0.00  	110809049	0.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.10  	110809049	0.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.20  	110809049	0.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.30  	110809049	0.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.40  	110809049	0.0000	0.4000	0.1579	0.4000	0.4000	0.4000	0.4000	0.4000	0.4000	0.1667	0.4000	0.2000	0.0000	0.2000	0.2000	0.0000	0.2000	0.2000	0.0000
iprec_at_recall_0.50  	110809049	0.0000	0.4000	0.1579	0.4000	0.4000	0.4000	0.4000	0.4000	0.4000	0.1667	0.4000	0.2000	0.0000	0.2000	0.2000	0.0000	0.2000	0.2000	0.0000
iprec_at_recall_0.60  	110809049	0.0000	0.4000	0.1579	0.4000	0.4000	0.4000	0.4000	0.4000	0.4000	0.1667	0.4000	0.2000	0.0000	0.2000	0.2000	0.0000	0.2000	0.2000	0.0000
iprec_at_recall_0.70  	110809049	0.0000	0.4000	0.1579	0.4000	0.4000	0.4000	0.4000	0.4000	0.4000	0.1667	0.4000	0.2000	0.0000	0.2000	0.2000	0.0000	0.2000	0.2000	0.0000
iprec_at_recall_0.80  	110809049	0.0000	0.0000	0.1579	0.0000	0.1765	0.1765	0.1765	0.1765	0.2000	0.0000	0.2000	0.1875	0.0000	0.1875	0.1875	0.0000	0.1875	0.1875	0.0000
iprec_at_recall_0.90  	110809049	0.0000	0.0000	0.1579	0.0000	0.1765	0.1765	0.1765	0.1765	0.2000	0.0000	0.2000	0.1875	0.0000	0.1875	0.1875	0.0000	0.1875	0.1875	0.0000
iprec_at_recall_1.00  	110809049	0.0000	0.0000	0.1579	0.0000	0.1765	0.1765	0.1765	0.1765	0.2000	0.0000	0.2000	0.1875	0.0000	0.1875	0.1875	0.0000	0.1875	0.1875	0.0000
ndcg_cut_01            	110809049	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	110809049	0.0000	0.7602	0.4796	0.7602	0.7602	0.7602	0.7602	0.7602	0.7602	0.7602	0.7602	0.7602	0.7602	0.7602	0.7602	0.7602	0.7602	0.7602	0.7602
ndcg_cut_03            	110809049	0.0000	0.6388	0.4030	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388
ndcg_cut_04            	110809049	0.0000	0.6388	0.4030	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388
ndcg_cut_05            	110809049	0.0000	0.7623	0.4030	0.7623	0.7623	0.7623	0.7623	0.7623	0.7623	0.6388	0.7623	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388
ndcg_cut_06            	110809049	0.0000	0.7623	0.4030	0.7623	0.7623	0.7623	0.7623	0.7623	0.7623	0.6388	0.7623	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388
ndcg_cut_07            	110809049	0.0000	0.7623	0.4030	0.7623	0.7623	0.7623	0.7623	0.7623	0.7623	0.6388	0.7623	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388
ndcg_cut_08            	110809049	0.0000	0.7623	0.4030	0.7623	0.7623	0.7623	0.7623	0.7623	0.7623	0.6388	0.7623	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388
ndcg_cut_09            	110809049	0.0000	0.7623	0.4030	0.7623	0.7623	0.7623	0.7623	0.7623	0.7623	0.6388	0.7623	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388	0.6388
ndcg_cut_10           	110809049	0.0000	0.7623	0.4030	0.7623	0.7623	0.7623	0.7623	0.7623	0.7623	0.6388	0.7623	0.7311	0.6388	0.7311	0.7311	0.6388	0.7311	0.7311	0.6388
ndcg_cut_11           	110809049	0.0000	0.7623	0.4030	0.7623	0.7623	0.7623	0.7623	0.7623	0.7623	0.6388	0.7623	0.7311	0.6388	0.7311	0.7311	0.6388	0.7311	0.7311	0.6388
ndcg_cut_12           	110809049	0.0000	0.7623	0.4030	0.7623	0.7623	0.7623	0.7623	0.7623	0.7623	0.7251	0.7623	0.7311	0.6388	0.7311	0.7311	0.6388	0.7311	0.7311	0.6388
ndcg_cut_13           	110809049	0.0000	0.7623	0.4030	0.7623	0.7623	0.7623	0.7623	0.7623	0.7623	0.7251	0.7623	0.7311	0.6388	0.7311	0.7311	0.6388	0.7311	0.7311	0.6388
ndcg_cut_14           	110809049	0.0000	0.7623	0.4030	0.7623	0.7623	0.7623	0.7623	0.7623	0.7623	0.7251	0.7623	0.7311	0.6388	0.7311	0.7311	0.6388	0.7311	0.7311	0.6388
ndcg_cut_15           	110809049	0.0000	0.7623	0.4829	0.7623	0.7623	0.7623	0.7623	0.7623	0.8422	0.7251	0.8422	0.7311	0.6388	0.7311	0.7311	0.6388	0.7311	0.7311	0.6388
ndcg_cut_16           	110809049	0.0000	0.7623	0.4829	0.7623	0.7623	0.7623	0.7623	0.7623	0.8422	0.7251	0.8422	0.8093	0.6388	0.8093	0.8093	0.6388	0.8093	0.8093	0.6388
ndcg_cut_17           	110809049	0.0000	0.7623	0.4829	0.7623	0.8389	0.8389	0.8389	0.8389	0.8422	0.7251	0.8422	0.8093	0.6388	0.8093	0.8093	0.6388	0.8093	0.8093	0.6388
ndcg_cut_18           	110809049	0.0000	0.7623	0.4829	0.7623	0.8389	0.8389	0.8389	0.8389	0.8422	0.7251	0.8422	0.8093	0.6388	0.8093	0.8093	0.6388	0.8093	0.8093	0.6388
ndcg_cut_19           	110809049	0.0000	0.7623	0.5568	0.7623	0.8389	0.8389	0.8389	0.8389	0.8422	0.7251	0.8422	0.8093	0.6388	0.8093	0.8093	0.6388	0.8093	0.8093	0.6388
ndcg_cut_20           	110809049	0.0000	0.7623	0.5568	0.7623	0.8389	0.8389	0.8389	0.8389	0.8422	0.7251	0.8422	0.8093	0.6388	0.8093	0.8093	0.6388	0.8093	0.8093	0.6388
num_ret               	1151263973	20	15	20	20	15	20	20	20	15	20	20	15	20	20	15	20	20	15	20
num_rel               	1151263973	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
num_rel_ret           	1151263973	2	4	4	5	4	5	5	5	4	4	4	4	4	4	4	5	5	4	4
map                   	1151263973	0.2364	0.2115	0.3806	0.4071	0.4267	0.6160	0.6467	0.6467	0.4571	0.5746	0.5571	0.4038	0.5282	0.5200	0.3933	0.5826	0.6000	0.4038	0.5365
iprec_at_recall_0.00  	1151263973	1.0000	0.3077	0.6667	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.10  	1151263973	1.0000	0.3077	0.6667	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.20  	1151263973	1.0000	0.3077	0.6667	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.30  	1151263973	0.1818	0.3077	0.6667	0.6667	0.5000	1.0000	1.0000	1.0000	0.6667	1.0000	1.0000	0.4000	1.0000	1.0000	0.3333	1.0000	1.0000	0.4000	1.0000
iprec_at_recall_0.40  	1151263973	0.1818	0.3077	0.6667	0.6667	0.5000	1.0000	1.0000	1.0000	0.6667	1.0000	1.0000	0.4000	1.0000	1.0000	0.3333	1.0000	1.0000	0.4000	1.0000
iprec_at_recall_0.50  	1151263973	0.0000	0.3077	0.4286	0.3333	0.3333	0.5000	0.5000	0.5000	0.3333	0.4444	0.5000	0.3333	0.3333	0.3333	0.3333	0.3333	0.3333	0.3333	0.3750
iprec_at_recall_0.60  	1151263973	0.0000	0.3077	0.4286	0.3333	0.3333	0.5000	0.5000	0.5000	0.3333	0.4444	0.5000	0.3333	0.3333	0.3333	0.3333	0.3333	0.3333	0.3333	0.3750
iprec_at_recall_0.70  	1151263973	0.0000	0.3077	0.3077	0.2857	0.3333	0.2941	0.4000	0.4000	0.2857	0.4444	0.2857	0.2857	0.3077	0.2667	0.3333	0.2941	0.3333	0.2857	0.3077
iprec_at_recall_0.80  	1151263973	0.0000	0.3077	0.3077	0.2857	0.3333	0.2941	0.4000	0.4000	0.2857	0.4444	0.2857	0.2857	0.3077	0.2667	0.3333	0.2941	0.3333	0.2857	0.3077
iprec_at_recall_0.90  	1151263973	0.0000	0.0000	0.0000	0.2500	0.0000	0.2941	0.3333	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2941	0.3333	0.0000	0.0000
iprec_at_recall_1.00  	1151263973	0.0000	0.0000	0.0000	0.2500	0.0000	0.2941	0.3333	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2941	0.3333	0.0000	0.0000
ndcg_cut_01            	1151263973	0.5000	0.0000	0.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	1151263973	0.3066	0.0000	0.3869	0.3869	0.6131	1.0000	1.0000	1.0000	0.6131	1.0000	1.0000	0.6131	1.0000	1.0000	0.6131	1.0000	1.0000	0.6131	1.0000
ndcg_cut_03            	1151263973	0.2346	0.0000	0.5307	0.5307	0.4693	0.7654	0.7654	0.7654	0.7039	0.7654	0.7654	0.4693	0.7654	0.7654	0.4693	0.7654	0.7654	0.4693	0.7654
ndcg_cut_04            	1151263973	0.2131	0.1836	0.4820	0.4820	0.6098	0.6951	0.6951	0.6951	0.6393	0.6951	0.6951	0.4262	0.6951	0.6951	0.4262	0.6951	0.6951	0.4262	0.6951
ndcg_cut_05            	1151263973	0.1969	0.1696	0.4453	0.4453	0.5633	0.6422	0.6422	0.6422	0.5906	0.6422	0.6422	0.5461	0.6422	0.6422	0.3937	0.6422	0.6422	0.5461	0.6422
ndcg_cut_06            	1151263973	0.1969	0.1696	0.4453	0.4453	0.5633	0.7123	0.7123	0.7123	0.5906	0.6422	0.7123	0.5461	0.6422	0.6422	0.5340	0.6422	0.6422	0.5461	0.6422
ndcg_cut_07            	1151263973	0.1969	0.1696	0.5109	0.4453	0.5633	0.7123	0.7123	0.7123	0.5906	0.7078	0.7123	0.5461	0.6422	0.6422	0.5340	0.6422	0.6422	0.5461	0.6422
ndcg_cut_08            	1151263973	0.1969	0.2317	0.5109	0.4453	0.5633	0.7123	0.7123	0.7123	0.5906	0.7078	0.7123	0.5461	0.6422	0.6422	0.5340	0.6422	0.6422	0.5461	0.7043
ndcg_cut_09            	1151263973	0.1969	0.2317	0.5109	0.5046	0.5633	0.7123	0.7123	0.7123	0.7092	0.7671	0.7123	0.6646	0.7014	0.7014	0.5340	0.7014	0.7014	0.6646	0.7043
ndcg_cut_10           	1151263973	0.1969	0.2317	0.5109	0.5046	0.6771	0.7123	0.8261	0.8261	0.7092	0.7671	0.7123	0.6646	0.7014	0.7014	0.6478	0.7014	0.7014	0.6646	0.7043
ndcg_cut_11           	1151263973	0.2518	0.2317	0.5109	0.5046	0.6771	0.7123	0.8261	0.8261	0.7092	0.7671	0.7123	0.6646	0.7014	0.7014	0.6478	0.7014	0.7014	0.6646	0.7043
ndcg_cut_12           	1151263973	0.2518	0.3381	0.5109	0.5046	0.7303	0.7123	0.8261	0.8261	0.7092	0.7671	0.7123	0.6646	0.7014	0.7014	0.7010	0.7014	0.8078	0.6646	0.7043
ndcg_cut_13           	1151263973	0.2518	0.4415	0.5626	0.5046	0.7303	0.7123	0.8261	0.8261	0.7092	0.7671	0.7123	0.6646	0.7531	0.7014	0.7010	0.7014	0.8078	0.6646	0.7560
ndcg_cut_14           	1151263973	0.2518	0.4415	0.5626	0.5550	0.7303	0.8131	0.8261	0.8261	0.7595	0.7671	0.8131	0.7150	0.7531	0.7014	0.7010	0.8022	0.8078	0.7150	0.7560
ndcg_cut_15           	1151263973	0.2518	0.4415	0.5626	0.5550	0.7303	0.8131	0.8753	0.8753	0.7595	0.7671	0.8131	0.7150	0.7531	0.7999	0.7010	0.8022	0.8571	0.7150	0.7560
ndcg_cut_16           	1151263973	0.2518	0.4415	0.5626	0.5550	0.7303	0.8131	0.8753	0.8753	0.7595	0.7671	0.8131	0.7150	0.7531	0.7999	0.7010	0.8022	0.8571	0.7150	0.7560
ndcg_cut_17           	1151263973	0.2518	0.4415	0.5626	0.5550	0.7303	0.8603	0.8753	0.8753	0.7595	0.7671	0.8131	0.7150	0.7531	0.7999	0.7010	0.8494	0.8571	0.7150	0.7560
ndcg_cut_18           	1151263973	0.2518	0.4415	0.5626	0.5550	0.7303	0.8603	0.8753	0.8753	0.7595	0.7671	0.8131	0.7150	0.7531	0.7999	0.7010	0.8494	0.8571	0.7150	0.7560
ndcg_cut_19           	1151263973	0.2518	0.4415	0.5626	0.5550	0.7303	0.8603	0.8753	0.8753	0.7595	0.7671	0.8131	0.7150	0.7531	0.7999	0.7010	0.8494	0.8571	0.7150	0.7560
ndcg_cut_20           	1151263973	0.2518	0.4415	0.5626	0.6446	0.7303	0.8603	0.8753	0.8753	0.7595	0.7671	0.8131	0.7150	0.7531	0.7999	0.7010	0.8494	0.8571	0.7150	0.7560
num_ret               	1161561471	20	1	20	1	1	20	20	20	1	20	20	1	20	20	1	20	20	1	20
num_rel               	1161561471	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
num_rel_ret           	1161561471	0	0	2	1	0	2	2	2	0	1	2	0	0	2	0	0	2	0	0
map                   	1161561471	0.0000	0.0000	0.5909	0.5000	0.0000	0.7000	0.7000	0.7000	0.0000	0.1000	0.7000	0.0000	0.0000	0.8333	0.0000	0.0000	0.8333	0.0000	0.0000
iprec_at_recall_0.00  	1161561471	0.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	0.0000	0.2000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
iprec_at_recall_0.10  	1161561471	0.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	0.0000	0.2000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
iprec_at_recall_0.20  	1161561471	0.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	0.0000	0.2000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
iprec_at_recall_0.30  	1161561471	0.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	0.0000	0.2000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
iprec_at_recall_0.40  	1161561471	0.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	0.0000	0.2000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
iprec_at_recall_0.50  	1161561471	0.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	0.0000	0.2000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
iprec_at_recall_0.60  	1161561471	0.0000	0.0000	0.1818	0.0000	0.0000	0.4000	0.4000	0.4000	0.0000	0.0000	0.4000	0.0000	0.0000	0.6667	0.0000	0.0000	0.6667	0.0000	0.0000
iprec_at_recall_0.70  	1161561471	0.0000	0.0000	0.1818	0.0000	0.0000	0.4000	0.4000	0.4000	0.0000	0.0000	0.4000	0.0000	0.0000	0.6667	0.0000	0.0000	0.6667	0.0000	0.0000
iprec_at_recall_0.80  	1161561471	0.0000	0.0000	0.1818	0.0000	0.0000	0.4000	0.4000	0.4000	0.0000	0.0000	0.4000	0.0000	0.0000	0.6667	0.0000	0.0000	0.6667	0.0000	0.0000
iprec_at_recall_0.90  	1161561471	0.0000	0.0000	0.1818	0.0000	0.0000	0.4000	0.4000	0.4000	0.0000	0.0000	0.4000	0.0000	0.0000	0.6667	0.0000	0.0000	0.6667	0.0000	0.0000
iprec_at_recall_1.00  	1161561471	0.0000	0.0000	0.1818	0.0000	0.0000	0.4000	0.4000	0.4000	0.0000	0.0000	0.4000	0.0000	0.0000	0.6667	0.0000	0.0000	0.6667	0.0000	0.0000
ndcg_cut_01            	1161561471	0.0000	0.0000	0.5000	0.5000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.5000	0.0000	0.0000	0.5000	0.0000	0.0000	0.5000	0.0000	0.0000
ndcg_cut_02            	1161561471	0.0000	0.0000	0.3801	0.3801	0.0000	0.3801	0.3801	0.3801	0.0000	0.0000	0.3801	0.0000	0.0000	0.3801	0.0000	0.0000	0.3801	0.0000	0.0000
ndcg_cut_03            	1161561471	0.0000	0.0000	0.3801	0.3801	0.0000	0.3801	0.3801	0.3801	0.0000	0.0000	0.3801	0.0000	0.0000	0.7602	0.0000	0.0000	0.7602	0.0000	0.0000
ndcg_cut_04            	1161561471	0.0000	0.0000	0.3801	0.3801	0.0000	0.3801	0.3801	0.3801	0.0000	0.0000	0.3801	0.0000	0.0000	0.7602	0.0000	0.0000	0.7602	0.0000	0.0000
ndcg_cut_05            	1161561471	0.0000	0.0000	0.3801	0.3801	0.0000	0.6742	0.6742	0.6742	0.0000	0.1470	0.6742	0.0000	0.0000	0.7602	0.0000	0.0000	0.7602	0.0000	0.0000
ndcg_cut_06            	1161561471	0.0000	0.0000	0.3801	0.3801	0.0000	0.6742	0.6742	0.6742	0.0000	0.1470	0.6742	0.0000	0.0000	0.7602	0.0000	0.0000	0.7602	0.0000	0.0000
ndcg_cut_07            	1161561471	0.0000	0.0000	0.3801	0.3801	0.0000	0.6742	0.6742	0.6742	0.0000	0.1470	0.6742	0.0000	0.0000	0.7602	0.0000	0.0000	0.7602	0.0000	0.0000
ndcg_cut_08            	1161561471	0.0000	0.0000	0.3801	0.3801	0.0000	0.6742	0.6742	0.6742	0.0000	0.1470	0.6742	0.0000	0.0000	0.7602	0.0000	0.0000	0.7602	0.0000	0.0000
ndcg_cut_09            	1161561471	0.0000	0.0000	0.3801	0.3801	0.0000	0.6742	0.6742	0.6742	0.0000	0.1470	0.6742	0.0000	0.0000	0.7602	0.0000	0.0000	0.7602	0.0000	0.0000
ndcg_cut_10           	1161561471	0.0000	0.0000	0.3801	0.3801	0.0000	0.6742	0.6742	0.6742	0.0000	0.1470	0.6742	0.0000	0.0000	0.7602	0.0000	0.0000	0.7602	0.0000	0.0000
ndcg_cut_11           	1161561471	0.0000	0.0000	0.5921	0.3801	0.0000	0.6742	0.6742	0.6742	0.0000	0.1470	0.6742	0.0000	0.0000	0.7602	0.0000	0.0000	0.7602	0.0000	0.0000
ndcg_cut_12           	1161561471	0.0000	0.0000	0.5921	0.3801	0.0000	0.6742	0.6742	0.6742	0.0000	0.1470	0.6742	0.0000	0.0000	0.7602	0.0000	0.0000	0.7602	0.0000	0.0000
ndcg_cut_13           	1161561471	0.0000	0.0000	0.5921	0.3801	0.0000	0.6742	0.6742	0.6742	0.0000	0.1470	0.6742	0.0000	0.0000	0.7602	0.0000	0.0000	0.7602	0.0000	0.0000
ndcg_cut_14           	1161561471	0.0000	0.0000	0.5921	0.3801	0.0000	0.6742	0.6742	0.6742	0.0000	0.1470	0.6742	0.0000	0.0000	0.7602	0.0000	0.0000	0.7602	0.0000	0.0000
ndcg_cut_15           	1161561471	0.0000	0.0000	0.5921	0.3801	0.0000	0.6742	0.6742	0.6742	0.0000	0.1470	0.6742	0.0000	0.0000	0.7602	0.0000	0.0000	0.7602	0.0000	0.0000
ndcg_cut_16           	1161561471	0.0000	0.0000	0.5921	0.3801	0.0000	0.6742	0.6742	0.6742	0.0000	0.1470	0.6742	0.0000	0.0000	0.7602	0.0000	0.0000	0.7602	0.0000	0.0000
ndcg_cut_17           	1161561471	0.0000	0.0000	0.5921	0.3801	0.0000	0.6742	0.6742	0.6742	0.0000	0.1470	0.6742	0.0000	0.0000	0.7602	0.0000	0.0000	0.7602	0.0000	0.0000
ndcg_cut_18           	1161561471	0.0000	0.0000	0.5921	0.3801	0.0000	0.6742	0.6742	0.6742	0.0000	0.1470	0.6742	0.0000	0.0000	0.7602	0.0000	0.0000	0.7602	0.0000	0.0000
ndcg_cut_19           	1161561471	0.0000	0.0000	0.5921	0.3801	0.0000	0.6742	0.6742	0.6742	0.0000	0.1470	0.6742	0.0000	0.0000	0.7602	0.0000	0.0000	0.7602	0.0000	0.0000
ndcg_cut_20           	1161561471	0.0000	0.0000	0.5921	0.3801	0.0000	0.6742	0.6742	0.6742	0.0000	0.1470	0.6742	0.0000	0.0000	0.7602	0.0000	0.0000	0.7602	0.0000	0.0000
num_ret               	1300152499	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	1300152499	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
num_rel_ret           	1300152499	0	2	0	3	2	3	3	3	2	1	3	2	3	4	2	4	4	2	3
map                   	1300152499	0.0000	0.2333	0.0000	0.1655	0.4000	0.3100	0.3167	0.3167	0.4000	0.2000	0.3167	0.4000	0.2929	0.4900	0.4000	0.5282	0.5333	0.4000	0.2900
iprec_at_recall_0.00  	1300152499	0.0000	0.6667	0.0000	0.3750	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.10  	1300152499	0.0000	0.6667	0.0000	0.3750	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.20  	1300152499	0.0000	0.6667	0.0000	0.3750	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.30  	1300152499	0.0000	0.6667	0.0000	0.3750	1.0000	0.3000	0.3333	0.3333	1.0000	0.0000	0.3333	1.0000	0.2500	1.0000	1.0000	1.0000	1.0000	1.0000	0.2500
iprec_at_recall_0.40  	1300152499	0.0000	0.6667	0.0000	0.3750	1.0000	0.3000	0.3333	0.3333	1.0000	0.0000	0.3333	1.0000	0.2500	1.0000	1.0000	1.0000	1.0000	1.0000	0.2500
iprec_at_recall_0.50  	1300152499	0.0000	0.0000	0.0000	0.3750	0.0000	0.3000	0.3333	0.3333	0.0000	0.0000	0.3333	0.0000	0.2143	0.2500	0.0000	0.3333	0.3333	0.0000	0.2000
iprec_at_recall_0.60  	1300152499	0.0000	0.0000	0.0000	0.3750	0.0000	0.3000	0.3333	0.3333	0.0000	0.0000	0.3333	0.0000	0.2143	0.2500	0.0000	0.3333	0.3333	0.0000	0.2000
iprec_at_recall_0.70  	1300152499	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2000	0.0000	0.3077	0.3333	0.0000	0.0000
iprec_at_recall_0.80  	1300152499	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2000	0.0000	0.3077	0.3333	0.0000	0.0000
iprec_at_recall_0.90  	1300152499	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	1300152499	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
